drug_id,region,max_phase,marketed_prescription,marketed_prescription_started_on,marketed_prescription_ended_on,generic_available,generic_available_on,mixture_available,mixture_available_on,marketed_otc,marketed_otc_started_on,marketed_otc_ended_on,marketed_unapproved,marketed_unapproved_started_on,marketed_unapproved_ended_on,pre_market_cancelled,pre_market_cancelled_on,post_market_cancelled,post_market_cancelled_on
3539,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3539,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3539,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3540,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3540,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3540,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3540,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3541,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3541,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3541,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3541,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3542,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3542,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3542,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3542,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3543,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3543,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3543,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3543,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3544,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3544,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3544,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3544,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3546,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3546,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3546,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3546,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3548,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3548,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3548,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3548,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3549,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3549,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3549,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3549,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3550,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3550,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3550,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3550,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3551,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3551,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3551,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3551,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3552,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3552,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3552,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3552,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3553,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3553,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3553,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3553,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3554,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3554,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3554,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3554,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3555,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3555,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3555,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3555,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3556,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3556,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3556,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3556,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3557,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3557,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3557,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3557,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3558,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3558,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3558,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3558,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3559,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3559,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3559,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3559,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3560,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3560,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3560,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3560,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3562,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3562,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3562,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3562,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3564,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3564,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3564,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3564,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3565,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3565,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3565,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3565,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3566,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3566,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3566,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3566,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3567,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3567,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3567,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3567,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3568,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3568,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3568,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3568,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3569,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3569,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3569,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3569,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3570,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3570,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3570,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3570,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3571,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3571,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3571,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3571,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3572,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3572,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3572,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3572,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3573,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3573,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3573,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3573,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3574,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3574,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3574,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3574,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3575,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3575,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3575,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3575,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3576,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3576,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3576,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3576,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3577,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3577,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3577,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3577,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3578,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3578,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3578,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3578,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3581,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3581,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3581,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3581,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3582,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3582,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3582,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3582,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3583,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3583,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3583,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3583,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3584,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3584,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3584,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3584,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3585,ca,4,1,31-Dec-1981,,0,,0,,0,,,0,,,0,,0,
3585,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3585,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3585,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3586,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3586,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3586,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3586,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3587,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3587,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3587,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3587,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3588,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3588,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3588,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3588,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3589,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3589,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3589,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3589,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3590,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3590,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3590,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3590,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3591,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3591,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3591,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3591,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3592,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3592,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3592,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3592,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3593,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3593,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3593,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3593,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3594,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3594,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3594,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3594,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3595,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3595,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3595,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3595,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3596,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3596,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3596,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3596,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3597,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3597,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3597,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3597,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3598,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3598,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3598,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3598,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3600,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3600,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3600,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3600,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3601,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3601,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3601,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3601,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3602,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3602,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3602,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3602,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3603,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3603,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3603,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3603,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3604,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3604,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
3604,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3604,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3605,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3605,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3605,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3605,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3606,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3606,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3606,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3606,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3607,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3607,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3607,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3607,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3608,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3608,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3608,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3608,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3609,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3609,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3609,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3609,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3610,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3610,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3610,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3610,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3611,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3611,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3611,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3611,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3612,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3612,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3612,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3612,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3613,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3613,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3613,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3613,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3614,ca,4,0,,,0,,0,,1,20-Jan-2004,28-Sep-2009,0,,,0,,1,28-Sep-2009
3614,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3614,th,4,0,,,0,,0,,1,01-Feb-1991,,0,,,0,,0,
3614,us,3,1,01-Dec-2007,,0,,1,,0,,,1,01-Dec-2007,,0,,0,
3615,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3615,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3615,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3615,us,4,0,,,0,,0,,0,,,0,,,1,,0,
3616,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3616,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3616,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3616,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3617,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3617,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3617,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3617,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3618,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3618,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3618,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3618,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3619,ca,4,1,31-Dec-1951,,0,,1,,1,31-Dec-1977,,0,,,0,,0,
3619,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3619,th,4,0,,,0,,0,,0,,,0,,,0,,0,
3619,us,4,1,08-Jun-2015,,0,,0,,0,,,0,,,0,,0,
3621,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3621,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3621,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3621,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3622,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3622,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3622,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3622,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3623,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3623,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3623,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3623,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3624,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3624,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3624,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3624,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3626,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3626,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3626,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3626,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3627,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3627,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3627,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3627,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3628,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3628,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3628,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3628,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3629,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3629,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3629,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3629,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3630,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3630,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3630,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3630,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3631,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3631,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3631,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3631,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3632,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3632,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3632,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3632,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3633,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3633,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3633,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3633,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3634,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3634,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3634,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3634,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3635,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3635,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3635,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3635,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3636,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3636,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3636,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3636,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3637,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3637,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3637,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3637,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3638,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3638,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3638,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3638,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3639,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3639,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3639,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3639,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3640,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3640,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3640,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3640,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3641,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3641,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3641,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3641,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3642,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3642,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3642,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3642,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3643,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3643,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3643,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3643,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3644,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3644,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3644,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3644,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3645,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3645,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3645,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3645,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3646,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3646,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3646,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3646,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3647,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3647,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3647,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3647,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3648,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3648,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3648,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3648,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3649,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3649,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3649,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3649,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3650,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3650,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3650,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3650,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3651,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3651,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3651,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3651,us,4,0,,,0,,1,,1,15-Jul-1992,,1,10-Apr-2019,,1,,0,
3652,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3652,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3652,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3652,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3653,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3653,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3653,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3653,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3654,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3654,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3654,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3654,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3656,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3656,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3656,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3656,us,0,0,,,0,,0,,0,,,0,,,0,,0,
3657,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
3657,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
3657,th,0,0,,,0,,0,,0,,,0,,,0,,0,
3657,us,0,0,,,0,,0,,0,,,0,,,0,,0,
