drug_id,region,max_phase,marketed_prescription,marketed_prescription_started_on,marketed_prescription_ended_on,generic_available,generic_available_on,mixture_available,mixture_available_on,marketed_otc,marketed_otc_started_on,marketed_otc_ended_on,marketed_unapproved,marketed_unapproved_started_on,marketed_unapproved_ended_on,pre_market_cancelled,pre_market_cancelled_on,post_market_cancelled,post_market_cancelled_on
9526,ca,4,1,31-Dec-1991,,0,,1,,1,31-Dec-1974,,0,,,0,,0,
9526,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
9526,th,4,0,,,0,,0,,1,18-Oct-1991,,0,,,0,,0,
9526,us,4,1,30-Sep-1990,,0,,1,,0,,,1,30-Sep-1990,16-Oct-2017,0,,0,
9528,ca,4,0,,,0,,1,,1,31-Dec-1978,20-Jul-2006,0,,,0,,1,20-Jul-2006
9528,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9528,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9528,us,0,0,,,0,,0,,0,,,0,,,0,,0,
9529,ca,2,0,,,0,,0,,0,,,0,,,0,,0,
9529,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
9529,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9529,us,4,1,19-Aug-2005,,1,,0,,0,,,1,20-Nov-2010,20-Nov-2010,0,,0,
9534,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9534,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9534,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9534,us,4,1,23-Jul-2010,28-Feb-2013,0,,0,,0,,,0,,,0,,1,28-Feb-2013
9535,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9535,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9535,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9535,us,0,0,,,0,,0,,0,,,0,,,0,,0,
9537,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9537,eu,4,1,08-Sep-2016,,0,,0,,0,,,0,,,0,,0,
9537,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9537,us,4,1,10-May-2001,,0,,1,,0,,,0,,,0,,0,
9538,ca,4,0,,,0,,1,,1,31-Dec-1970,01-Aug-2003,0,,,0,,1,01-Aug-2003
9538,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9538,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9538,us,4,1,15-Dec-2003,,0,,1,,1,27-Mar-2007,,1,15-Jan-2014,22-Nov-2017,0,,0,
9539,ca,4,0,,,0,,1,,1,31-Dec-1963,,0,,,0,,0,
9539,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
9539,th,4,0,,,0,,1,,1,30-Aug-1983,,0,,,0,,0,
9539,us,4,0,,,0,,0,,0,,,0,,,1,,0,
9540,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9540,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9540,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9540,us,4,1,09-May-1997,,0,,0,,0,,,0,,,0,,0,
9543,ca,4,1,02-Jan-2003,04-Mar-2014,0,,1,,0,,,0,,,0,,1,04-Mar-2014
9543,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9543,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9543,us,4,1,01-Jan-2003,30-Nov-2010,0,,1,,0,,,0,,,0,,1,30-Nov-2010
9544,ca,4,1,02-Mar-2005,,0,,0,,0,,,0,,,0,,0,
9544,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
9544,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9544,us,4,1,18-Feb-1999,,1,,0,,0,,,0,,,0,,0,
9553,ca,4,1,31-Dec-1992,,0,,1,,1,31-Dec-1960,,0,,,0,,0,
9553,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
9553,th,4,0,,,0,,1,,1,21-Oct-1984,,0,,,0,,0,
9553,us,4,1,01-Jan-1984,,0,,1,,1,07-Apr-1964,,1,01-Jan-1984,,0,,0,
9554,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9554,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9554,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9554,us,4,1,01-Oct-2002,30-Sep-2008,0,,0,,0,,,0,,,0,,1,30-Sep-2008
9558,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9558,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9558,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9558,us,0,0,,,0,,0,,0,,,0,,,0,,0,
9559,ca,4,1,31-Dec-1990,04-Aug-1999,0,,0,,0,,,0,,,0,,1,04-Aug-1999
9559,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
9559,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9559,us,4,1,01-Aug-2004,,0,,0,,0,,,0,,,0,,0,
9561,ca,4,0,,,0,,1,,1,31-Dec-1995,,0,,,0,,0,
9561,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9561,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9561,us,4,1,12-Jul-2011,,0,,1,,1,15-Apr-2006,,0,,,0,,0,
9562,ca,4,1,09-Sep-2002,01-Sep-2018,0,,1,,1,31-Dec-1989,,0,,,0,,0,
9562,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
9562,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9562,us,4,1,28-Jan-2000,,1,,1,,1,01-Jan-1989,,1,28-Jan-2000,,0,,0,
9563,ca,4,1,01-Apr-2005,25-Sep-2014,0,,1,,1,23-Mar-1988,,0,,,0,,0,
9563,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9563,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9563,us,4,1,28-Jan-2000,,1,,1,,1,01-Aug-1990,,1,28-Jan-2000,,0,,0,
9564,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9564,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9564,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9564,us,4,0,,,0,,1,,1,29-Sep-2006,,0,,,0,,0,
9566,ca,2,0,,,0,,0,,0,,,0,,,0,,0,
9566,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
9566,th,4,0,,,0,,0,,0,,,0,,,0,,0,
9566,us,4,1,17-Jan-2007,,1,,1,,0,,,1,17-Jan-2007,,0,,0,
9570,ca,4,1,31-Dec-1963,24-Jul-2014,0,,1,,1,31-Dec-1955,,0,,,0,,0,
9570,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9570,th,4,0,,,0,,1,,1,25-Aug-1983,,0,,,0,,0,
9570,us,4,1,26-Mar-1996,,1,,1,,1,06-Feb-1950,,1,23-Apr-2001,,0,,0,
9573,ca,3,0,,,0,,0,,0,,,0,,,0,,0,
9573,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9573,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9573,us,4,1,23-May-2012,,0,,0,,0,,,1,23-May-2012,,1,,0,
9577,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9577,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9577,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9577,us,0,0,,,0,,0,,0,,,0,,,0,,0,
9578,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9578,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9578,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9578,us,0,0,,,0,,0,,0,,,0,,,0,,0,
9579,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9579,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9579,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9579,us,4,1,07-May-2007,,0,,1,,0,,,0,,,0,,0,
9582,ca,4,0,,,0,,0,,1,31-Dec-1958,12-Jul-2002,0,,,0,,1,12-Jul-2002
9582,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9582,th,4,0,,,0,,1,,0,,,0,,,0,,0,
9582,us,4,1,23-Mar-1984,,1,,1,,1,22-Apr-2008,,1,01-Nov-2008,30-Apr-2013,0,,0,
9586,ca,4,0,,,0,,0,,0,,,0,,,1,,0,
9586,eu,4,1,21-Dec-2020,27-Jul-2021,0,,0,,0,,,0,,,1,,0,
9586,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9586,us,4,1,24-Nov-2015,,0,,0,,0,,,0,,,0,,0,
9588,ca,4,1,19-Jan-2011,,0,,1,,1,19-Aug-1997,26-Nov-2009,0,,,0,,0,
9588,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9588,th,4,0,,,0,,0,,0,,,0,,,0,,0,
9588,us,4,1,13-May-2013,,0,,1,,0,,,1,13-May-2013,,0,,0,
9590,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9590,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9590,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9590,us,4,1,12-Sep-2012,,1,,1,,0,,,1,07-Jun-2013,,0,,0,
9591,ca,4,1,15-Sep-2017,,0,,1,,0,,,0,,,0,,0,
9591,eu,4,1,08-Sep-2016,,0,,1,,0,,,0,,,0,,0,
9591,th,4,0,,,0,,1,,0,,,0,,,0,,0,
9591,us,4,1,25-Sep-2015,,0,,1,,0,,,0,,,0,,0,
9594,ca,4,1,19-Jan-2011,,0,,1,,1,31-Dec-1955,12-Jun-2002,0,,,0,,0,
9594,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
9594,th,4,0,,,0,,1,,0,,,0,,,0,,0,
9594,us,4,1,01-Jan-2016,,0,,1,,1,01-Aug-2018,,1,01-Aug-2018,,0,,0,
9595,ca,3,0,,,0,,0,,0,,,0,,,0,,0,
9595,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
9595,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9595,us,4,1,01-Jun-2015,01-Jun-2015,0,,0,,0,,,0,,,0,,1,01-Jun-2015
9597,ca,4,1,21-Sep-2016,,0,,0,,0,,,0,,,0,,0,
9597,eu,4,1,10-Feb-2021,,0,,0,,0,,,0,,,0,,0,
9597,th,4,0,,,0,,0,,0,,,0,,,0,,0,
9597,us,4,1,20-Nov-2015,,0,,0,,0,,,0,,,0,,0,
9598,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9598,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9598,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9598,us,4,0,,,0,,0,,1,28-Feb-1995,,0,,,1,,0,
9903,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
9903,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
9903,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9903,us,4,1,13-Oct-1967,,0,,1,,0,,,0,,,0,,0,
9904,ca,4,1,01-Mar-2010,,0,,1,,0,,,0,,,0,,0,
9904,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
9904,th,0,0,,,0,,0,,0,,,0,,,0,,0,
9904,us,4,1,13-Oct-1967,,0,,1,,0,,,0,,,0,,0,
10088,ca,4,1,29-Jul-2010,,0,,1,,0,,,0,,,0,,0,
10088,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
10088,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10088,us,4,0,,,0,,0,,0,,,0,,,1,,0,
10089,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10089,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10089,th,4,0,,,0,,0,,0,,,0,,,0,,0,
10089,us,4,1,09-Jun-1980,,0,,0,,0,,,0,,,0,,0,
10103,ca,4,1,31-Dec-1992,,0,,1,,0,,,0,,,0,,0,
10103,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10103,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10103,us,4,1,30-Mar-1993,,0,,1,,0,,,0,,,0,,0,
10303,ca,4,1,16-Oct-2006,,0,,1,,0,,,0,,,0,,0,
10303,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10303,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10303,us,4,1,03-Feb-2006,,0,,1,,0,,,0,,,0,,0,
10310,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10310,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
10310,th,4,0,,,0,,0,,0,,,0,,,0,,0,
10310,us,4,1,11-Nov-1997,,0,,0,,0,,,0,,,0,,0,
10358,ca,4,1,31-Jan-2018,,0,,1,,0,,,0,,,0,,0,
10358,eu,4,1,12-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10358,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10358,us,4,1,05-Nov-2014,,0,,1,,0,,,0,,,0,,0,
10359,ca,4,1,31-Jan-2018,,0,,1,,0,,,0,,,0,,0,
10359,eu,4,1,12-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10359,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10359,us,4,1,05-Nov-2014,,0,,1,,0,,,0,,,0,,0,
10360,ca,4,0,,,0,,0,,0,,,0,,,1,,0,
10360,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10360,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10360,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10361,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10361,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10361,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10361,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10362,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10362,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10362,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10362,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10363,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10363,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10363,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10363,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10364,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10364,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10364,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10364,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10365,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10365,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10365,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10365,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10366,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10366,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10366,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10366,us,4,1,01-Mar-2000,,0,,1,,0,,,0,,,0,,0,
10367,ca,4,0,,,0,,0,,0,,,0,,,1,,0,
10367,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
10367,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10367,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10368,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10368,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10368,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10368,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10369,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10369,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10369,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10369,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10370,ca,4,1,01-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10370,eu,3,0,,,0,,0,,0,,,0,,,0,,0,
10370,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10370,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10371,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10371,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10371,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10371,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10372,ca,0,0,,,0,,0,,0,,,0,,,0,,0,
10372,eu,0,0,,,0,,0,,0,,,0,,,0,,0,
10372,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10372,us,4,1,12-Mar-2010,,0,,1,,0,,,0,,,0,,0,
10373,ca,4,1,16-Aug-2006,,0,,1,,0,,,0,,,0,,0,
10373,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10373,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10373,us,4,1,08-Jun-2006,,0,,1,,0,,,0,,,0,,0,
10374,ca,4,1,16-Aug-2006,,0,,1,,0,,,0,,,0,,0,
10374,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10374,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10374,us,4,1,08-Jun-2006,,0,,1,,0,,,0,,,0,,0,
10375,ca,4,1,16-Aug-2006,,0,,1,,0,,,0,,,0,,0,
10375,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10375,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10375,us,4,1,08-Jun-2006,,0,,1,,0,,,0,,,0,,0,
10376,ca,4,1,16-Aug-2006,,0,,1,,0,,,0,,,0,,0,
10376,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10376,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10376,us,4,1,08-Jun-2006,,0,,1,,0,,,0,,,0,,0,
10384,ca,4,1,18-Mar-2015,,0,,1,,0,,,0,,,0,,0,
10384,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10384,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10384,us,4,1,10-Dec-2014,,0,,1,,0,,,0,,,0,,0,
10385,ca,4,1,18-Mar-2015,,0,,1,,0,,,0,,,0,,0,
10385,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10385,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10385,us,4,1,10-Dec-2014,,0,,1,,0,,,0,,,0,,0,
10386,ca,4,1,18-Mar-2015,,0,,1,,0,,,0,,,0,,0,
10386,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10386,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10386,us,4,1,10-Dec-2014,,0,,1,,0,,,0,,,0,,0,
10387,ca,4,1,18-Mar-2015,,0,,1,,0,,,0,,,0,,0,
10387,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10387,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10387,us,4,1,10-Dec-2014,,0,,1,,0,,,0,,,0,,0,
10388,ca,4,1,18-Mar-2015,,0,,1,,0,,,0,,,0,,0,
10388,eu,4,1,18-Dec-2020,,0,,1,,0,,,0,,,0,,0,
10388,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10388,us,4,1,10-Dec-2014,,0,,1,,0,,,0,,,0,,0,
10389,ca,4,1,31-Dec-1979,,0,,1,,0,,,0,,,0,,0,
10389,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10389,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10389,us,4,1,21-Apr-1971,,0,,1,,0,,,0,,,0,,0,
10390,ca,4,1,31-Dec-1979,,0,,1,,0,,,0,,,0,,0,
10390,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10390,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10390,us,4,1,21-Apr-1971,,0,,1,,0,,,0,,,0,,0,
10391,ca,4,1,31-Dec-1979,,0,,1,,0,,,0,,,0,,0,
10391,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10391,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10391,us,4,1,21-Apr-1971,,0,,1,,0,,,0,,,0,,0,
10392,ca,4,1,02-Dec-2002,,0,,1,,0,,,0,,,0,,0,
10392,eu,4,1,08-Sep-2016,,0,,1,,0,,,0,,,0,,0,
10392,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10392,us,4,1,17-Mar-1995,,0,,1,,0,,,0,,,0,,0,
10393,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10393,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10393,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10393,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10394,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10394,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10394,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10394,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10395,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10395,eu,4,1,11-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10395,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10395,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10396,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10396,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10396,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10396,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10397,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10397,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10397,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10397,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10398,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10398,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10398,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10398,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10399,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10399,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10399,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10399,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10400,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10400,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10400,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10400,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10401,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10401,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10401,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10401,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10402,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10402,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10402,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10402,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10403,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10403,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10403,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10403,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10404,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10404,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10404,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10404,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10405,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10405,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10405,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10405,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10406,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10406,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10406,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10406,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10407,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10407,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10407,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10407,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10408,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10408,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10408,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10408,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10409,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10409,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10409,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10409,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10410,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10410,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10410,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10410,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10411,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10411,eu,4,1,11-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10411,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10411,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10412,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10412,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10412,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10412,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10413,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10413,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10413,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10413,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10414,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10414,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10414,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10414,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10415,ca,4,1,31-Dec-1978,,0,,1,,0,,,0,,,0,,0,
10415,eu,2,0,,,0,,0,,0,,,0,,,0,,0,
10415,th,4,0,,,0,,1,,0,,,0,,,0,,0,
10415,us,4,1,07-Jul-1983,,0,,1,,0,,,0,,,0,,0,
10416,ca,3,0,,,0,,0,,0,,,0,,,0,,0,
10416,eu,4,1,10-Feb-2021,,0,,1,,0,,,0,,,0,,0,
10416,th,0,0,,,0,,0,,0,,,0,,,0,,0,
10416,us,4,1,20-Dec-1989,,0,,1,,0,,,0,,,0,,0,
10417,ca,4,1,31-Dec-1995,,0,,0,,0,,,0,,,0,,0,
10417,eu,4,0,,,0,,0,,0,,,0,,,1,,0,
10417,th,4,0,,,0,,0,,0,,,0,,,0,,0,
10417,us,4,1,21-Jun-1989,,0,,0,,0,,,0,,,0,,0,
10418,ca,4,0,,,0,,1,,1,31-Dec-1950,,0,,,0,,0,
