drug_id,country,number,approved_on,expires_on,ped_extension
355,United States,7208141,24-Apr-2007,20-Dec-2021,0
355,United States,7427633,23-Sep-2008,20-Dec-2021,0
355,United States,8399496,19-Mar-2013,20-Dec-2021,0
355,United States,7214364,08-May-2007,20-Dec-2021,0
360,Canada,2545968,09-Mar-2010,17-Nov-2024,0
360,United States,7566714,28-Jul-2009,17-May-2025,1
360,United States,7612073,03-Nov-2009,17-May-2025,1
360,United States,8067416,29-Nov-2011,17-May-2025,1
360,United States,RE43797,06-Nov-2012,17-May-2025,1
360,United States,7947681,24-May-2011,17-May-2025,1
360,United States,7566462,28-Jul-2009,16-May-2026,1
360,United States,8318745,27-Nov-2012,17-May-2025,1
360,United States,8003126,23-Aug-2011,16-May-2026,1
360,United States,7727987,01-Jun-2010,17-May-2025,1
360,United States,9216178,22-Dec-2015,01-Nov-2032,0
360,United States,9433624,06-Sep-2016,17-Nov-2024,0
362,United States,7198796,03-Apr-2007,13-Jun-2022,0
362,United States,6384013,07-May-2002,19-Mar-2012,0
362,Canada,2362481,04-Nov-2008,02-Mar-2020,0
362,Canada,2091663,30-Oct-2007,15-Mar-2013,0
362,United States,5965525,12-Oct-1999,17-Feb-2020,0
362,United States,6960564,01-Nov-2005,12-Apr-2021,0
362,United States,7709444,04-May-2010,12-Apr-2021,0
363,United States,5178878,12-Jan-1993,12-Jan-2010,0
363,United States,6221392,24-Apr-2001,09-Apr-2018,0
363,United States,6024981,15-Feb-2000,09-Apr-2018,0
363,United States,6106861,22-Aug-2000,05-Dec-2017,0
363,United States,8057811,15-Nov-2011,01-May-2028,0
365,United States,5563138,08-Oct-1996,08-Oct-2013,0
365,Canada,1340492,13-Apr-1999,13-Apr-2016,0
366,United States,6340695,22-Jan-2002,21-Jun-2021,0
366,United States,7560122,14-Jul-2009,25-Jan-2019,0
366,United States,9526703,27-Dec-2016,18-Feb-2033,0
366,United States,9375404,28-Jun-2016,18-Feb-2033,0
366,United States,9089489,28-Jul-2015,18-Feb-2033,0
366,United States,9937132,10-Apr-2018,18-Feb-2033,0
367,United States,6156742,05-Dec-2000,05-Dec-2020,0
367,United States,5785053,28-Jul-1998,05-Dec-2015,0
367,United States,5898032,27-Apr-1999,23-Jun-2017,0
367,United States,RE39861,25-Sep-2007,23-Jun-2017,0
367,United States,7320969,22-Jan-2008,30-Jan-2024,0
367,United States,7615545,10-Nov-2009,15-Jun-2023,0
367,United States,7855190,21-Dec-2010,05-Dec-2028,0
367,United States,7858605,28-Dec-2010,23-Jun-2023,0
367,United States,6500814,31-Dec-2002,03-Sep-2018,0
367,United States,7252839,07-Aug-2007,13-Nov-2023,0
367,United States,8450299,28-May-2013,07-Oct-2025,0
367,United States,8415332,09-Apr-2013,11-Mar-2029,0
367,United States,9668912,06-Jun-2017,01-Apr-2031,0
367,United States,9615965,11-Apr-2017,16-Sep-2029,0
367,United States,10028858,24-Jul-2018,22-Mar-2034,0
367,United States,6716814,06-Apr-2004,16-Aug-2021,0
367,United States,9050348,09-Jun-2015,10-Jul-2028,0
367,United States,8221784,17-Jul-2012,14-Mar-2021,0
367,United States,8747888,10-Jun-2014,10-Jul-2028,0
367,United States,8221785,17-Jul-2012,14-Mar-2021,0
367,United States,7384650,10-Jun-2008,14-Mar-2021,0
367,United States,8246978,21-Aug-2012,26-Aug-2028,0
367,United States,8883196,11-Nov-2014,22-Nov-2020,0
367,United States,7045145,16-May-2006,14-Mar-2021,0
367,United States,10561524,18-Feb-2020,16-Sep-2029,0
367,United States,10987244,01-Apr-2011,01-Apr-2031,0
369,United States,5142051,25-Aug-1992,26-Jun-2010,0
369,Canada,1340856,21-Dec-1999,21-Dec-2016,0
370,United States,5178878,12-Jan-1993,12-Jan-2010,0
370,Canada,2386547,08-Jun-2010,09-Oct-2020,0
371,United States,6649659,18-Nov-2003,10-Jan-2017,1
371,United States,4981874,01-Jan-1991,15-Aug-2009,0
371,Canada,2152615,16-Oct-2001,23-Dec-2013,0
371,Canada,1336266,11-Jul-1995,11-Jul-2012,0
373,United States,5231095,27-Jul-1993,27-Jul-2010,0
373,United States,6174524,16-Jan-2001,26-Sep-2019,1
373,United States,7030149,18-Apr-2006,19-Apr-2022,0
373,United States,7320976,22-Jan-2008,19-Apr-2022,0
373,United States,7642258,05-Jan-2010,19-Apr-2022,0
373,United States,8133890,13-Mar-2012,19-Apr-2022,0
373,United States,8354409,15-Jan-2013,19-Apr-2022,0
373,United States,8748425,10-Jun-2014,19-Apr-2022,0
373,United States,7323463,29-Jan-2008,19-Jan-2023,0
373,United States,6335335,01-Jan-2002,02-Nov-2018,0
373,United States,6645963,11-Nov-2003,16-Nov-2018,0
373,United States,9474751,25-Oct-2016,19-Apr-2022,0
373,United States,9770453,26-Sep-2017,19-Apr-2022,0
373,United States,9907801,06-Mar-2018,19-Apr-2022,0
373,United States,9907802,06-Mar-2018,19-Apr-2022,0
374,United States,5153222,06-Oct-1992,06-Oct-2014,0
374,United States,8653137,18-Feb-2014,05-Sep-2028,0
374,United States,8658694,25-Feb-2014,05-Sep-2028,0
374,United States,7999007,16-Aug-2011,29-Mar-2029,0
374,United States,9199908,01-Dec-2015,24-May-2024,0
374,United States,6765117,20-Jul-2004,24-Oct-2017,0
374,United States,8497393,30-Jul-2013,15-Dec-2028,0
374,United States,6521212,18-Feb-2003,13-Nov-2018,0
374,United States,6756033,29-Jun-2004,13-Nov-2018,0
374,United States,7544713,09-Jun-2009,14-Jul-2024,0
374,United States,9278901,08-Mar-2016,24-May-2024,0
374,United States,7417070,26-Aug-2008,30-Jul-2026,0
374,United States,8410169,02-Apr-2013,13-Feb-2030,0
374,United States,9050311,09-Jun-2015,24-May-2024,0
374,United States,8252839,28-Aug-2012,24-May-2024,0
374,United States,8747897,10-Jun-2014,08-Oct-2029,0
374,United States,8349892,08-Jan-2013,22-Jan-2031,0
374,United States,9593066,14-Mar-2017,15-Dec-2028,0
374,United States,9604901,28-Mar-2017,15-Dec-2028,0
374,United States,9339507,17-May-2016,10-Mar-2028,0
374,United States,9358240,07-Jun-2016,05-May-2028,0
374,United States,9422223,23-Aug-2016,24-May-2024,0
374,United States,9393203,19-Jul-2016,27-Apr-2026,0
374,United States,9713599,25-Jul-2017,16-Dec-2024,0
374,United States,10076505,18-Sep-2018,16-Dec-2024,0
374,United States,10376525,13-Aug-2019,14-May-2027,0
374,United States,10716793,21-Jul-2020,14-May-2027,0
374,United States,10695308,30-Jun-2020,16-Dec-2024,0
375,United States,5490987,13-Feb-1996,13-Feb-2013,0
377,United States,9125905,08-Sep-2015,30-Jul-2024,1
377,United States,8518981,27-Aug-2013,30-Jul-2024,1
377,United States,7947725,24-May-2011,30-Jul-2024,1
377,United States,8598218,03-Dec-2013,30-Jul-2024,1
377,United States,7960424,14-Jun-2011,30-Jul-2024,1
377,United States,9173942,03-Nov-2015,30-Jul-2024,1
377,United States,7947724,24-May-2011,30-Jul-2024,1
377,United States,8598219,03-Dec-2013,30-Jul-2024,1
377,United States,8729094,20-May-2014,30-Jul-2024,1
377,United States,9066980,30-Jun-2015,30-Jul-2024,1
377,United States,9186357,17-Nov-2015,18-Nov-2030,0
377,United States,8623826,07-Jan-2014,18-Nov-2030,0
377,United States,8951969,10-Feb-2015,18-Nov-2030,0
377,United States,6297375,02-Oct-2001,22-Feb-2020,0
377,United States,5202333,13-Apr-1993,13-Oct-2015,1
377,United States,9457020,04-Oct-2016,30-Jul-2024,1
377,United States,9439854,13-Sep-2016,30-Jul-2024,1
377,United States,9457021,04-Oct-2016,30-Jul-2024,1
377,United States,9271975,01-Mar-2016,09-Sep-2031,0
377,United States,9943515,17-Apr-2018,18-Nov-2030,0
377,United States,9403772,02-Aug-2016,23-May-2032,0
377,United States,8895586,25-Nov-2014,23-May-2032,0
377,United States,9908907,06-Mar-2018,23-May-2032,0
377,United States,9951016,24-Apr-2018,25-Sep-2035,0
377,United States,8426450,23-Apr-2013,23-May-2032,0
377,United States,10208073,19-Feb-2019,23-May-2032,0
377,United States,10233154,19-Mar-2019,25-Sep-2035,0
377,United States,10624911,21-Apr-2020,02-Jun-2037,0
377,United States,10676440,09-Jun-2020,25-Sep-2035,0
377,United States,10717721,21-Jul-2020,23-May-2032,0
377,United States,10828297,10-Nov-2020,17-Dec-2030,0
377,United States,10961195,30-Mar-2021,25-Sep-2035,0
380,United States,5242901,07-Sep-1993,07-Sep-2010,0
380,United States,6727253,27-Apr-2004,13-Mar-2020,0
381,Canada,2170278,03-Aug-1999,10-Aug-2014,0
381,United States,6162802,19-Dec-2000,19-Dec-2017,0
381,United States,5969156,19-Oct-1999,08-Jan-2017,1
381,United States,6294197,25-Sep-2001,18-Dec-2017,1
381,United States,5559111,24-Sep-1996,21-Jan-2019,1
381,United States,6395728,28-May-2002,08-Jul-2019,0
381,United States,6828339,07-Dec-2004,20-Nov-2022,0
381,United States,5616599,01-Apr-1997,25-Oct-2016,1
381,United States,6455574,24-Sep-2002,11-Aug-2018,0
381,United States,8101599,24-Jan-2012,16-May-2023,0
381,United States,8475839,02-Jul-2013,16-Nov-2023,1
381,United States,8613949,24-Dec-2013,21-Dec-2029,0
381,United States,8618174,31-Dec-2013,15-Nov-2021,0
381,United States,8183295,22-May-2012,16-May-2023,0
381,United States,7846961,07-Dec-2010,05-Oct-2029,0
381,United States,6696481,24-Feb-2004,15-Apr-2023,0
381,United States,9662315,30-May-2017,28-Feb-2030,0
381,United States,10350171,16-Jul-2019,14-Jun-2038,0
381,United States,10695329,30-Jun-2020,16-Oct-2037,0
381,United States,9408837,09-Aug-2016,28-Feb-2030,0
381,United States,10799453,13-Oct-2020,11-Apr-2039,0
381,United States,10894039,19-Jan-2021,06-Oct-2037,0
381,United States,10925835,23-Feb-2021,14-Jun-2038,0
381,United States,10952998,23-Mar-2021,06-Oct-2037,0
381,United States,10945960,16-Mar-2021,14-Jun-2038,0
381,United States,10959991,30-Mar-2021,06-Oct-2037,0
388,United States,8173707,08-May-2012,30-Jan-2024,1
388,United States,9278101,08-Mar-2016,30-Jan-2024,1
388,United States,8586633,19-Nov-2013,30-Jan-2024,1
388,United States,9066856,30-Jun-2015,23-Apr-2034,1
388,United States,8859623,14-Oct-2014,14-Nov-2033,0
388,United States,9399040,26-Jul-2016,30-Jan-2024,1
388,United States,9486406,08-Nov-2016,23-Apr-2034,1
388,United States,9855246,02-Jan-2018,23-Oct-2033,0
393,United States,10342787,09-Jul-2019,16-Apr-2038,0
393,United States,10576070,03-Mar-2020,16-Apr-2038,0
393,United States,7070581,04-Jul-2006,23-Jun-2023,0
393,United States,8517997,27-Aug-2013,14-May-2024,0
394,United States,5776432,07-Jul-1998,07-Jul-2015,0
394,United States,6446627,10-Sep-2002,18-Dec-2017,0
394,United States,7780038,24-Aug-2010,24-Jan-2027,0
394,United States,9463289,11-Oct-2016,18-May-2031,0
394,United States,8132712,13-Mar-2012,07-Sep-2028,0
394,United States,8931476,13-Jan-2015,17-Jul-2031,0
394,United States,7637260,29-Dec-2009,25-Aug-2020,0
394,United States,9808587,07-Nov-2017,18-May-2031,0
394,United States,10022510,17-Jul-2018,18-Nov-2031,1
394,United States,10022509,17-Jul-2018,18-May-2031,0
394,United States,10086156,02-Oct-2018,18-May-2031,0
394,United States,10188811,29-Jan-2019,21-Oct-2031,0
394,United States,10561808,18-Feb-2020,01-Jul-2032,1
394,United States,10695512,30-Jun-2020,18-May-2031,0
394,United States,10792447,06-Oct-2020,25-Jan-2039,0
396,United States,5543150,06-Aug-1996,15-Sep-2013,0
396,United States,7300664,27-Nov-2007,17-Nov-2019,0
396,United States,7320800,22-Jan-2008,17-Nov-2019,0
396,United States,7393543,01-Jul-2008,17-Nov-2019,0
396,United States,9006222,14-Apr-2015,21-Nov-2032,0
396,United States,9114145,25-Aug-2015,21-Nov-2032,0
396,United States,8846649,30-Sep-2014,21-Nov-2032,0
396,United States,9301920,05-Apr-2016,21-Nov-2032,0
396,United States,8846648,30-Sep-2014,21-Nov-2032,0
396,United States,9114146,25-Aug-2015,21-Nov-2032,0
396,United States,8633178,21-Jan-2014,21-Nov-2032,0
396,United States,10052386,21-Aug-2018,21-Nov-2032,0
396,United States,8993548,31-Mar-2015,21-Nov-2032,0
396,United States,8987237,24-Mar-2015,21-Nov-2032,0
396,United States,8993549,31-Mar-2015,21-Nov-2032,0
396,United States,10206932,19-Feb-2019,21-Nov-2032,0
396,United States,10639375,05-May-2020,21-Nov-2032,0
396,United States,10548904,04-Feb-2020,03-Feb-2029,0
396,United States,8580293,12-Nov-2013,21-Jan-2030,0
396,United States,10537584,21-Jan-2020,03-Feb-2029,0
396,United States,10675288,09-Jun-2020,21-Nov-2032,0
396,United States,10806740,20-Oct-2020,21-Nov-2032,0
396,United States,11033626,21-Nov-2012,21-Nov-2032,0
398,Canada,2315715,22-Jun-2010,22-Dec-2018,0
398,Canada,2359510,13-Feb-2007,12-Jan-2020,0
398,United States,8618141,31-Dec-2013,11-Feb-2023,0
398,United States,8877933,04-Nov-2014,24-Dec-2027,0
398,United States,8124630,28-Feb-2012,12-Jan-2020,0
398,United States,8841330,23-Sep-2014,12-Jan-2020,0
398,United States,7235576,26-Jun-2007,12-Jan-2020,0
398,United States,7897623,01-Mar-2011,12-Jan-2020,0
398,United States,7351834,01-Apr-2008,12-Jan-2020,0
398,United States,9737488,22-Aug-2017,10-Sep-2028,0
399,United States,4939130,03-Jul-1990,02-Mar-2013,0
399,Canada,1338937,25-Feb-1997,25-Feb-2014,0
399,Canada,1338895,04-Feb-1997,04-Feb-2014,0
399,United States,8324189,04-Dec-2012,29-Nov-2025,1
399,United States,7932241,26-Apr-2011,05-Aug-2028,1
399,United States,8052987,08-Nov-2011,27-Oct-2023,0
401,United States,5626874,06-May-1997,30-Nov-2014,0
401,United States,5422123,06-Jun-1995,06-Jun-2012,0
402,United States,6444673,03-Sep-2002,14-Feb-2014,0
402,United States,6319926,20-Nov-2001,16-Jan-2012,0
404,United States,6221392,24-Apr-2001,09-Apr-2018,0
404,United States,6024981,15-Feb-2000,09-Apr-2018,0
408,United States,7078020,18-Jul-2006,26-Oct-2021,0
408,United States,7052679,30-May-2006,26-Oct-2021,0
408,United States,7537009,26-May-2009,28-Oct-2024,0
408,United States,8173107,08-May-2012,26-Oct-2021,0
408,United States,8074644,13-Dec-2011,25-Jul-2022,0
408,United States,8991387,31-Mar-2015,21-May-2024,0
408,United States,8955512,17-Feb-2015,26-Oct-2021,0
408,United States,7601337,13-Oct-2009,26-Oct-2021,0
408,United States,8235037,07-Aug-2012,26-Oct-2021,0
408,United States,7585493,08-Sep-2009,26-Oct-2021,0
408,United States,7458374,02-Dec-2008,18-Aug-2024,0
408,United States,6716416,06-Apr-2004,20-May-2022,0
408,United States,8387612,05-Mar-2013,23-Oct-2026,0
408,United States,7090830,15-Aug-2006,26-Oct-2021,0
408,United States,9370629,21-Jun-2016,20-May-2024,0
408,United States,9440034,13-Sep-2016,26-Oct-2021,0
408,United States,9439907,13-Sep-2016,26-Oct-2021,0
408,United States,9687487,27-Jun-2017,26-Oct-2021,0
410,United States,6013657,11-Jan-2000,08-Jul-2018,0
412,United States,5002953,26-Mar-1991,17-Sep-2011,0
412,Canada,2143849,25-Apr-2000,01-Sep-2013,0
412,Canada,1328452,12-Apr-1994,12-Apr-2011,0
412,United States,5965584,12-Oct-1999,19-Jun-2016,0
412,United States,6166042,26-Dec-2000,19-Jun-2016,0
412,United States,6288095,11-Sep-2001,11-Aug-2017,1
412,United States,7358366,15-Apr-2008,19-Oct-2020,1
412,United States,8236345,07-Aug-2012,07-Oct-2022,0
413,United States,4886812,12-Dec-1989,08-Oct-2010,0
413,Canada,2275379,28-Nov-2006,16-Jan-2018,0
413,United States,6001861,14-Dec-1999,16-Jan-2018,0
413,United States,6194445,27-Feb-2001,16-Jan-2018,0
413,United States,8679533,25-Mar-2014,08-Sep-2029,0
413,United States,7695734,13-Apr-2010,26-Apr-2028,0
419,United States,5525616,11-Jun-1996,11-Jun-2013,0
419,United States,5472969,05-Dec-1995,13-May-2013,0
421,United States,9757394,12-Sep-2017,28-Oct-2036,0
421,United States,10493083,03-Dec-2019,28-Oct-2036,0
421,United States,10624906,21-Apr-2020,28-Oct-2036,0
421,United States,10660907,26-May-2020,28-Oct-2036,0
421,United States,10888570,12-Jan-2021,28-Oct-2036,0
422,United States,5958446,28-Sep-1999,12-Dec-2012,0
422,Canada,2355644,20-Jan-2009,17-Dec-2019,0
422,Canada,2264852,01-Nov-2005,16-Sep-2017,0
422,United States,8999386,07-Apr-2015,14-Apr-2033,0
422,United States,6919373,19-Jul-2005,31-Jan-2018,1
422,United States,6930129,16-Aug-2005,31-Jan-2018,1
422,United States,9000038,07-Apr-2015,31-Jan-2018,1
422,United States,9144549,29-Sep-2015,31-Jul-2017,0
422,United States,9029416,12-May-2015,31-Jul-2017,0
422,United States,8163798,24-Apr-2012,31-Jan-2018,1
422,United States,8629179,14-Jan-2014,31-Jan-2018,1
422,United States,6344215,05-Feb-2002,27-Oct-2020,0
422,United States,6228398,08-May-2001,01-Nov-2019,0
422,United States,6635284,21-Oct-2003,04-Dec-2015,0
422,United States,7431944,07-Oct-2008,04-Dec-2015,0
422,United States,5837284,17-Nov-1998,04-Dec-2015,0
422,United States,7691880,06-Apr-2010,07-Oct-2024,0
422,United States,6210705,03-Apr-2001,30-Sep-2018,0
422,United States,6348211,19-Feb-2002,30-Sep-2018,0
422,United States,8632802,21-Jan-2014,07-Oct-2025,0
422,United States,9034370,19-May-2015,07-Oct-2025,0
422,United States,8062667,22-Nov-2011,29-Mar-2029,0
422,United States,8465765,18-Jun-2013,15-Feb-2031,0
422,United States,8778390,15-Jul-2014,15-Feb-2031,0
422,United States,8563033,22-Oct-2013,15-Feb-2031,0
422,United States,8956649,17-Feb-2015,15-Feb-2031,0
422,United States,9040083,26-May-2015,15-Feb-2031,0
422,United States,8287903,16-Oct-2012,15-Feb-2031,0
422,United States,9295642,29-Mar-2016,14-Aug-2033,0
422,United States,8202537,19-Jun-2012,15-Mar-2027,0
422,United States,7438930,21-Oct-2008,16-Jun-2020,1
422,United States,9066869,30-Jun-2015,16-Jun-2020,1
422,United States,7247318,24-Jul-2007,16-Jun-2020,1
422,United States,7083808,01-Aug-2006,16-Jun-2020,1
422,United States,6419960,16-Jul-2002,16-Jun-2020,1
422,United States,8580310,12-Nov-2013,16-Jun-2020,1
422,United States,9668981,06-Jun-2017,07-Oct-2025,0
422,United States,9545399,17-Jan-2017,14-Aug-2033,0
422,United States,8840924,23-Sep-2014,05-Jun-2026,0
422,United States,9089496,28-Jul-2015,28-Jun-2032,0
422,United States,9072680,07-Jul-2015,28-Jun-2032,0
422,United States,9844544,19-Dec-2017,14-Aug-2033,0
422,United States,9801823,31-Oct-2017,16-Jun-2020,1
422,United States,10039719,07-Aug-2018,16-Jun-2020,1
422,United States,9498447,22-Nov-2016,23-Mar-2032,0
422,United States,9283214,15-Mar-2016,23-Mar-2032,0
422,United States,9023389,05-May-2015,23-Mar-2032,0
422,United States,8927010,06-Jan-2015,23-Mar-2032,0
422,United States,9028868,12-May-2015,23-Mar-2032,0
422,United States,9034902,19-May-2015,23-Mar-2032,0
422,United States,9603809,28-Mar-2017,23-Mar-2032,0
422,United States,8916588,23-Dec-2014,23-Mar-2032,0
422,United States,10182995,22-Jan-2019,23-Mar-2032,0
422,United States,10111839,30-Oct-2018,30-Oct-2035,0
422,United States,9974752,22-May-2018,30-Oct-2035,0
422,United States,10292939,21-May-2019,30-Oct-2035,0
422,United States,10292938,21-May-2019,30-Oct-2035,0
422,United States,10292937,21-May-2019,23-Mar-2032,0
422,United States,10449159,22-Oct-2019,30-Oct-2035,0
422,United States,10463624,05-Nov-2019,16-Dec-2019,0
422,United States,10512613,24-Dec-2019,30-Oct-2035,0
422,United States,10500162,10-Dec-2019,30-Oct-2035,0
422,United States,10507186,17-Dec-2019,30-Oct-2035,0
422,United States,10512612,24-Dec-2019,30-Oct-2035,0
422,United States,10568841,25-Feb-2020,30-Oct-2035,0
422,United States,10617651,14-Apr-2020,23-Mar-2032,0
422,United States,10688060,23-Jun-2020,30-Oct-2035,0
422,United States,10722473,28-Jul-2020,19-Nov-2038,0
422,United States,10857143,08-Dec-2020,14-Aug-2033,0
422,United States,10881618,05-Jan-2021,23-Mar-2032,0
422,United States,10905652,02-Feb-2021,23-Mar-2032,0
422,United States,11103495,14-Aug-2013,14-Aug-2033,0
422,United States,11103494,14-Aug-2013,14-Aug-2033,0
425,United States,6761910,13-Jul-2004,24-Sep-2019,0
425,United States,8512747,20-Aug-2013,24-Sep-2019,0
425,United States,9265720,23-Feb-2016,13-May-2030,0
425,United States,6514531,04-Feb-2003,01-Jun-2020,1
425,United States,7632517,15-Dec-2009,01-Oct-2017,0
425,United States,7658945,09-Feb-2010,15-Apr-2027,0
425,United States,7682628,23-Mar-2010,16-Feb-2025,0
425,United States,8242131,14-Aug-2012,20-Aug-2029,0
425,United States,8252809,28-Aug-2012,16-Feb-2025,0
425,United States,9597281,21-Mar-2017,06-Apr-2027,0
425,United States,8236285,07-Aug-2012,07-Aug-2032,0
426,United States,5246937,21-Sep-1993,21-Sep-2010,0
426,Canada,2176392,08-Nov-2005,11-Nov-2014,0
426,Canada,2086756,08-Apr-2003,03-Jul-2011,0
426,United States,5840763,24-Nov-1998,01-Mar-2016,1
426,United States,5916893,29-Jun-1999,01-Mar-2016,1
432,United States,7799783,21-Sep-2010,16-Dec-2026,0
432,United States,5744475,28-Apr-1998,28-Mar-2016,0
432,United States,6479500,12-Nov-2002,16-Mar-2020,0
432,United States,9527833,27-Dec-2016,17-Jun-2034,0
432,United States,RE46284,24-Jan-2017,16-Dec-2026,0
432,United States,10456399,29-Oct-2019,03-Feb-2037,0
432,United States,10457666,29-Oct-2019,17-Jun-2034,0
432,United States,10960004,30-Mar-2021,03-Feb-2037,0
435,United States,5485827,23-Jan-1996,23-Jan-2013,0
435,Canada,2186892,27-Nov-2007,03-Apr-2015,0
435,United States,5732693,31-Mar-1998,13-Jun-2017,1
435,United States,5752504,19-May-1998,13-Jun-2017,1
435,United States,8282966,09-Oct-2012,30-Dec-2029,1
435,United States,8291904,23-Oct-2012,06-Jul-2031,1
435,United States,8293284,23-Oct-2012,30-Dec-2029,1
435,United States,8431163,30-Apr-2013,30-Dec-2029,1
435,United States,8776794,15-Jul-2014,06-Jul-2031,1
435,United States,8776795,15-Jul-2014,06-Jul-2031,1
435,United States,8573210,05-Nov-2013,06-Jul-2031,1
435,United States,8795741,05-Aug-2014,30-Dec-2029,1
435,United States,8846112,30-Sep-2014,30-Dec-2029,1
435,United States,6125846,03-Oct-2000,16-Nov-2017,1
435,United States,9265911,23-Feb-2016,06-Jul-2031,1
435,United States,9295802,29-Mar-2016,06-Jul-2031,1
435,United States,9279794,08-Mar-2016,19-Aug-2034,1
435,United States,8573209,05-Nov-2013,06-Jul-2031,1
435,United States,9408993,09-Aug-2016,06-Jul-2031,1
435,United States,9770570,26-Sep-2017,03-Nov-2036,1
435,United States,9604028,28-Mar-2017,13-Aug-2029,0
435,United States,10213572,26-Feb-2019,12-Feb-2036,0
435,United States,7618594,17-Nov-2009,17-Oct-2026,0
435,United States,7560076,14-Jul-2009,21-Apr-2027,0
435,United States,6758214,06-Jul-2004,23-Feb-2022,0
435,United States,10737051,11-Aug-2020,20-Oct-2035,0
435,United States,8609028,17-Dec-2013,18-Aug-2025,0
435,United States,9956373,01-May-2018,18-Aug-2025,0
435,United States,10814092,27-Oct-2020,17-Oct-2025,0
435,United States,7947227,24-May-2011,17-Oct-2026,0
435,United States,8057742,15-Nov-2011,18-Jan-2026,0
435,United States,8226916,24-Jul-2012,18-Aug-2025,0
435,United States,10124142,13-Nov-2018,18-Aug-2025,0
435,United States,8821801,02-Sep-2014,18-Aug-2025,0
435,United States,8607785,17-Dec-2013,14-Jul-2030,0
435,United States,9522249,20-Dec-2016,18-Aug-2025,0
435,United States,9701538,11-Jul-2017,28-Jan-2029,0
435,United States,8944049,03-Feb-2015,13-Aug-2029,0
435,United States,10926054,23-Feb-2021,13-Aug-2029,0
437,United States,8283369,09-Oct-2012,26-Nov-2028,0
437,United States,8084483,27-Dec-2011,17-Aug-2029,0
437,United States,8357713,22-Jan-2013,26-Nov-2028,0
437,United States,8546437,01-Oct-2013,29-Apr-2029,0
437,United States,9216179,22-Dec-2015,02-Aug-2030,0
437,United States,8003681,23-Aug-2011,25-Aug-2025,0
437,United States,8546436,01-Oct-2013,29-Feb-2032,0
437,United States,9956205,01-May-2018,28-Dec-2031,0
437,United States,10183012,22-Jan-2019,26-Nov-2028,0
438,United States,7112592,26-Sep-2006,24-Feb-2022,0
438,United States,8178554,15-May-2012,24-Jul-2021,0
438,United States,7612087,03-Nov-2009,12-Nov-2026,0
438,United States,8471025,25-Jun-2013,12-Aug-2031,0
438,United States,8835455,16-Sep-2014,08-Oct-2030,0
438,United States,8969566,03-Mar-2015,15-Jun-2032,0
438,United States,9284314,15-Mar-2016,15-Jun-2032,0
438,United States,9695122,04-Jul-2017,15-Jun-2032,0
439,United States,5177080,05-Jan-1993,26-Nov-2011,0
439,Canada,1340798,26-Oct-1999,26-Oct-2016,0
439,Canada,2057444,26-May-1998,11-Dec-2011,0
440,United States,5962461,05-Oct-1999,07-Aug-2016,0
440,United States,5763449,09-Jun-1998,07-Aug-2016,0
441,United States,5464826,07-Nov-1995,07-May-2013,0
441,United States,4808614,28-Feb-1989,15-May-2010,0
441,United States,9241948,26-Jan-2016,01-Jul-2033,0
442,Canada,2053339,29-May-2001,11-Oct-2011,0
442,United States,5206244,27-Apr-1993,21-Aug-2015,1
443,United States,6126920,03-Oct-2000,01-Mar-2016,0
443,United States,7078058,18-Jul-2006,24-May-2017,0
443,United States,6753013,22-Jun-2004,27-Jan-2020,0
443,United States,6787529,07-Sep-2004,27-Jan-2020,0
443,United States,9119781,01-Sep-2015,10-Dec-2031,1
443,United States,9439911,13-Sep-2016,31-Aug-2030,0
443,United States,9433630,06-Sep-2016,31-Aug-2030,0
443,United States,9655907,23-May-2017,31-Aug-2030,0
443,United States,9364485,14-Jun-2016,31-Aug-2030,0
443,United States,9775851,03-Oct-2017,31-Aug-2030,0
443,United States,9877974,30-Jan-2018,31-Aug-2030,0
443,United States,10130640,20-Nov-2018,10-Dec-2031,1
443,United States,10179137,15-Jan-2019,31-Aug-2030,0
443,United States,9566286,14-Feb-2017,10-Jun-2031,0
443,United States,10617698,14-Apr-2020,10-Jun-2031,0
443,United States,10660908,26-May-2020,10-Jun-2031,0
443,United States,10688108,23-Jun-2020,10-Jun-2031,0
443,United States,10682364,16-Jun-2020,10-Jun-2031,0
443,United States,10716799,21-Jul-2020,10-Jun-2031,0
443,United States,10265265,23-Apr-2019,27-Sep-2027,0
447,Canada,2034592,05-Jun-2001,18-Jan-2011,0
447,Canada,1334970,28-Mar-1995,28-Mar-2012,0
448,United States,4628098,09-Dec-1986,10-Nov-2009,0
448,Canada,2419067,23-Dec-2008,17-Aug-2021,0
448,Canada,1327010,15-Feb-1994,15-Feb-2011,0
448,United States,7399485,15-Jul-2008,26-Nov-2018,1
448,United States,6328994,11-Dec-2001,17-Nov-2019,1
448,United States,7875292,25-Jan-2011,17-Nov-2019,1
448,United States,7431942,07-Oct-2008,17-Nov-2019,1
448,United States,7396841,08-Jul-2008,17-Feb-2022,1
448,United States,9901546,27-Feb-2018,17-Nov-2019,1
448,United States,11077055,21-Apr-2016,21-Apr-2036,0
451,United States,7723390,25-May-2010,14-Mar-2024,0
451,United States,7101569,05-Sep-2006,02-Oct-2023,0
451,United States,7067148,27-Jun-2006,15-Feb-2022,0
451,United States,6555581,29-Apr-2003,15-Feb-2022,0
451,United States,6399101,04-Jun-2002,30-Mar-2020,0
