drug_id,country,number,approved_on,expires_on,ped_extension
1,United States,5180668,19-Jan-1993,19-Jan-2010,0
2,Canada,1340417,02-Mar-1999,02-Mar-2016,0
3,Canada,2184581,22-Feb-2005,28-Feb-2015,0
3,Canada,2137237,26-Oct-2004,28-May-2013,0
5,Canada,2476934,16-Jun-2009,27-Feb-2023,0
5,Canada,2123593,14-Mar-2000,14-Sep-2013,0
5,United States,7276477,02-Oct-2007,29-Jul-2024,0
6,United States,5196404,23-Mar-1993,23-May-2010,0
6,Canada,2065150,14-Dec-1999,17-Aug-2010,0
6,United States,7598343,06-Oct-2009,27-Jan-2029,1
6,United States,7582727,01-Sep-2009,27-Jan-2029,1
7,United States,6036976,14-Mar-2000,13-Dec-2016,0
7,United States,8921326,30-Dec-2014,05-Feb-2031,0
7,United States,7429559,30-Sep-2008,13-Jan-2019,0
7,United States,8815801,26-Aug-2014,28-Jun-2022,0
7,United States,5728396,17-Mar-1998,30-Jan-2017,0
7,United States,6156331,05-Dec-2000,30-Jan-2017,0
7,United States,6375978,23-Apr-2002,17-Dec-2018,0
7,United States,6235712,22-May-2001,13-Jun-2017,0
7,United States,6113938,05-Sep-2000,24-Jul-2018,0
7,United States,6124261,26-Sep-2000,13-Jun-2017,0
7,United States,6395292,28-May-2002,30-Jan-2017,0
7,United States,6132420,17-Oct-2000,30-Jan-2017,0
7,United States,5985305,16-Nov-1999,30-Jan-2017,0
7,United States,5932547,03-Aug-1999,13-Jun-2017,0
7,United States,6565874,20-May-2003,28-Oct-2018,0
7,United States,6773714,10-Aug-2004,28-Oct-2018,0
7,United States,6626870,30-Sep-2003,27-Mar-2020,0
7,United States,9283282,15-Mar-2016,28-Oct-2018,0
7,United States,9254307,09-Feb-2016,28-Oct-2018,0
7,United States,8486455,16-Jul-2013,28-Oct-2018,0
7,United States,8840916,23-Sep-2014,13-Nov-2020,0
7,United States,8470359,25-Jun-2013,15-Oct-2023,0
7,United States,9539333,10-Jan-2017,13-Nov-2020,0
7,United States,9914802,13-Mar-2018,13-Nov-2020,0
7,United States,10646572,16-Jan-2007,16-Jan-2027,0
7,United States,9572857,16-Jan-2007,16-Jan-2027,0
7,United States,9744207,16-Jan-2007,16-Jan-2027,0
8,Canada,2203480,30-Jun-2009,23-Apr-2017,0
8,Canada,2172664,03-Oct-2000,26-Mar-2016,0
12,Canada,2165694,18-Mar-2003,15-Oct-2010,0
12,Canada,2147124,05-Nov-2002,16-Aug-2014,0
14,United States,7118552,10-Oct-2006,13-Apr-2022,0
14,United States,7220247,22-May-2007,09-Apr-2022,0
14,United States,7500964,10-Mar-2009,26-Feb-2021,0
15,Canada,2107476,18-Dec-2007,15-Apr-2012,0
16,Canada,1339047,27-May-1997,27-May-2014,0
17,United States,5733569,31-Mar-1998,31-Mar-2015,0
17,United States,6440392,27-Aug-2002,02-Feb-2021,0
17,United States,RE43580,14-Aug-2012,02-Feb-2021,0
17,United States,RE40812,30-Jun-2009,02-Feb-2021,0
19,Canada,1341537,31-Jul-2007,31-Jul-2024,0
19,Canada,1339071,29-Jul-1997,29-Jul-2014,0
20,Canada,1341150,05-Dec-2000,05-Dec-2017,0
22,Canada,1341567,19-Feb-2008,19-Feb-2025,0
22,Canada,2329474,26-Feb-2002,31-Oct-2016,0
24,United States,5840566,24-Nov-1998,24-Nov-2015,0
25,Canada,2124690,11-Sep-2007,01-Oct-2013,0
25,Canada,1339477,23-Sep-1997,23-Sep-2014,0
26,Canada,2141953,08-Apr-2008,17-Sep-2013,0
26,Canada,1341322,27-Nov-2001,27-Nov-2018,0
30,United States,RE37872,08-Oct-2002,12-Feb-2010,0
30,Canada,2183577,30-Oct-2007,07-Feb-2015,0
30,Canada,2253393,09-Oct-2007,07-May-2017,0
30,United States,7291132,06-Nov-2007,09-Aug-2024,0
30,United States,6257233,10-Jul-2001,14-May-2019,0
30,United States,6546929,15-Apr-2003,14-May-2019,0
30,United States,6685967,03-Feb-2004,11-Sep-2018,0
30,United States,6582728,24-Jun-2003,24-Jun-2020,0
30,United States,8912193,16-Dec-2014,12-Jun-2029,0
30,United States,7648960,19-Jan-2010,29-Jun-2020,0
30,United States,6652885,25-Nov-2003,29-Jun-2020,0
30,United States,8258095,04-Sep-2012,11-Aug-2029,0
30,United States,8778403,15-Jul-2014,11-Jun-2030,0
30,United States,6444226,03-Sep-2002,29-Jun-2020,0
30,United States,7943572,17-May-2011,10-Aug-2026,0
30,United States,8119593,21-Feb-2012,11-Aug-2029,0
30,United States,7943178,17-May-2011,29-Jun-2020,0
30,United States,8889099,18-Nov-2014,29-Jun-2020,0
30,United States,8623817,07-Jan-2014,18-Sep-2029,0
30,United States,8389470,05-Mar-2013,29-Jun-2020,0
30,United States,9192675,24-Nov-2015,12-Jun-2029,0
30,United States,8215300,10-Jul-2012,24-Nov-2022,0
30,United States,8146588,03-Apr-2012,24-Apr-2023,0
30,United States,8950397,10-Feb-2015,20-Jul-2021,0
30,United States,8485180,16-Jul-2013,25-Mar-2030,0
30,United States,9283193,15-Mar-2016,14-Sep-2026,0
30,United States,8636001,28-Jan-2014,12-Jul-2032,0
30,United States,8424518,23-Apr-2013,17-Oct-2031,0
30,United States,8551528,08-Oct-2013,11-Jun-2030,0
30,United States,7464706,16-Dec-2008,02-Mar-2023,0
30,United States,8729019,20-May-2014,26-Dec-2028,0
30,United States,7305986,11-Dec-2007,16-Jan-2023,0
30,United States,8499757,06-Aug-2013,19-Feb-2032,0
30,United States,8156936,17-Apr-2012,16-Jan-2023,0
30,United States,8734845,27-May-2014,11-Jun-2030,0
30,United States,8227409,24-Jul-2012,08-Mar-2031,0
30,United States,9393372,19-Jul-2016,04-Jul-2029,0
30,United States,9339615,17-May-2016,20-Oct-2029,0
30,United States,9511198,06-Dec-2016,16-Feb-2030,0
30,United States,9597374,21-Mar-2017,08-Oct-2031,0
30,United States,9358352,07-Jun-2016,15-Feb-2031,0
30,United States,9446133,20-Sep-2016,12-Jun-2029,0
30,United States,9662461,30-May-2017,12-Jun-2029,0
30,United States,9717689,01-Aug-2017,14-Sep-2026,0
30,United States,9943571,17-Apr-2018,11-Aug-2029,0
30,United States,10046031,14-Aug-2018,11-Aug-2029,0
30,United States,10201672,12-Feb-2019,02-Aug-2030,0
30,United States,10342938,09-Jul-2019,12-Jun-2029,0
30,United States,10500159,10-Dec-2019,02-Nov-2030,0
31,Canada,2129660,28-Jun-2005,28-May-2013,0
31,Canada,1341432,17-Jun-2003,17-Jun-2020,0
33,United States,6936695,30-Aug-2005,30-Aug-2022,0
33,United States,6936694,30-Aug-2005,30-Aug-2022,0
34,Canada,2172664,03-Oct-2000,26-Mar-2016,0
35,United States,7022340,04-Apr-2006,30-Apr-2023,0
35,United States,5500413,19-Mar-1996,29-Jun-2013,0
35,Canada,2484724,16-Jan-2007,07-May-2023,0
35,Canada,2486833,02-Aug-2005,30-Apr-2024,0
35,United States,9539302,10-Jan-2017,15-Jun-2030,0
35,United States,7799761,21-Sep-2010,26-Sep-2024,0
35,United States,7405203,29-Jul-2008,06-May-2023,0
35,United States,7579321,25-Aug-2009,06-May-2023,0
35,United States,9919025,20-Mar-2018,07-May-2023,0
35,United States,9220747,29-Dec-2015,07-May-2023,0
35,United States,9504647,29-Nov-2016,07-May-2023,0
35,United States,9974826,22-May-2018,13-Apr-2030,0
35,United States,8802624,12-Aug-2014,29-Dec-2023,0
35,United States,7560429,14-Jul-2009,02-Feb-2024,0
35,United States,7947654,24-May-2011,29-Dec-2023,0
35,United States,10137167,27-Nov-2018,21-May-2029,0
35,United States,10307459,04-Jun-2019,07-May-2023,0
35,United States,11020448,21-May-2009,21-May-2029,0
40,United States,10213487,26-Feb-2019,16-Feb-2036,0
40,United States,6938798,06-Sep-2005,03-Jan-2022,0
40,United States,9649364,16-May-2017,22-Apr-2036,0
40,United States,10765602,08-Sep-2020,23-Sep-2039,0
40,United States,10894133,19-Jan-2021,03-Jan-2038,0
43,Canada,2113813,12-Apr-2005,14-Aug-2012,0
43,Canada,1340233,15-Dec-1998,15-Dec-2015,0
44,United States,5767251,16-Jun-1998,16-Jun-2015,0
46,United States,5474978,12-Dec-1995,16-Jun-2014,0
46,United States,5514646,07-May-1996,07-May-2013,0
46,Canada,2151564,11-Feb-2003,12-Jun-2015,0
46,Canada,2151560,09-May-2000,12-Jun-2015,0
46,United States,7291132,06-Nov-2007,09-Aug-2024,0
46,United States,6551992,22-Apr-2003,11-Jun-2018,0
46,United States,6034054,07-Mar-2000,11-Jun-2018,0
46,United States,9011391,21-Apr-2015,26-Mar-2024,0
46,United States,9233211,12-Jan-2016,02-Mar-2024,0
46,United States,8603044,10-Dec-2013,02-Mar-2024,0
46,United States,8512297,20-Aug-2013,15-Sep-2024,0
46,United States,8679069,25-Mar-2014,12-Apr-2025,0
46,United States,8992486,31-Mar-2015,05-Jun-2024,0
46,United States,8556864,15-Oct-2013,03-Mar-2024,0
46,United States,7918833,05-Apr-2011,23-Mar-2028,1
46,United States,9561331,07-Feb-2017,28-Aug-2024,0
46,United States,9623189,18-Apr-2017,19-Aug-2024,0
46,United States,9610409,04-Apr-2017,02-Mar-2024,0
46,United States,9526844,27-Dec-2016,02-Mar-2024,0
46,United States,9604008,28-Mar-2017,02-Mar-2024,0
46,United States,9533105,03-Jan-2017,17-Aug-2024,0
46,United States,9408979,09-Aug-2016,02-Mar-2024,0
46,United States,9604009,28-Mar-2017,16-Aug-2024,0
46,United States,9775954,03-Oct-2017,02-Mar-2024,0
46,United States,9827379,28-Nov-2017,02-Mar-2024,0
46,United States,9717852,01-Aug-2017,08-Apr-2033,0
47,United States,6100376,08-Aug-2000,06-Nov-2009,0
47,Canada,1339044,01-Apr-1997,01-Apr-2014,0
47,United States,9011391,21-Apr-2015,26-Mar-2024,0
47,United States,9233211,12-Jan-2016,02-Mar-2024,0
47,United States,8603044,10-Dec-2013,02-Mar-2024,0
47,United States,8512297,20-Aug-2013,15-Sep-2024,0
47,United States,8679069,25-Mar-2014,12-Apr-2025,0
47,United States,8992486,31-Mar-2015,05-Jun-2024,0
47,United States,8556864,15-Oct-2013,03-Mar-2024,0
47,United States,7918833,05-Apr-2011,23-Mar-2028,1
47,United States,7713930,11-May-2010,13-Dec-2023,1
47,United States,7476652,13-Jan-2009,23-Jan-2024,1
47,United States,9561331,07-Feb-2017,28-Aug-2024,0
47,United States,9623189,18-Apr-2017,19-Aug-2024,0
47,United States,9610409,04-Apr-2017,02-Mar-2024,0
47,United States,9526844,27-Dec-2016,02-Mar-2024,0
47,United States,9604008,28-Mar-2017,02-Mar-2024,0
47,United States,9533105,03-Jan-2017,17-Aug-2024,0
47,United States,9408979,09-Aug-2016,02-Mar-2024,0
47,United States,9604009,28-Mar-2017,16-Aug-2024,0
47,United States,RE45313,30-Dec-2014,12-Jul-2020,0
47,United States,9526764,27-Dec-2016,09-Oct-2029,0
47,United States,9345750,24-May-2016,18-May-2031,0
47,United States,9707176,18-Jul-2017,11-Nov-2030,0
47,United States,9775954,03-Oct-2017,02-Mar-2024,0
47,United States,9827379,28-Nov-2017,02-Mar-2024,0
47,United States,9821032,21-Nov-2017,09-May-2032,0
47,United States,9950039,24-Apr-2018,10-Dec-2035,0
47,United States,9717852,01-Aug-2017,08-Apr-2033,0
47,United States,10029011,24-Jul-2018,02-Aug-2032,0
47,United States,10117909,06-Nov-2018,09-Oct-2029,0
47,United States,10369291,06-Aug-2019,16-Sep-2035,0
49,Canada,2175971,30-Dec-2003,07-May-2016,0
49,Canada,2148537,16-Jul-2002,03-May-2015,0
50,United States,5198533,30-Mar-1993,24-Oct-2010,0
50,Canada,2115943,05-Aug-2003,18-Feb-2014,0
50,United States,6319192,20-Nov-2001,23-Apr-2019,0
51,Canada,2243459,17-Sep-2002,10-Feb-2017,0
52,United States,5288703,22-Feb-1994,07-Oct-2011,0
52,Canada,2252535,23-Jun-2009,24-Apr-2017,0
52,Canada,1326439,25-Jan-1994,25-Jan-2011,0
52,United States,6152897,28-Nov-2000,20-Nov-2018,0
52,United States,5898030,27-Apr-1999,27-Apr-2016,0
52,United States,8672898,18-Mar-2014,02-Jul-2022,1
52,United States,8684969,01-Apr-2014,20-Apr-2026,1
52,United States,9132239,15-Sep-2015,01-Aug-2032,1
52,United States,8920383,30-Dec-2014,17-Jan-2027,1
52,United States,7686786,30-Mar-2010,03-Aug-2026,0
52,United States,6899699,31-May-2005,01-Jul-2022,1
52,United States,9108002,18-Aug-2015,26-Jul-2026,1
52,United States,RE41956,23-Nov-2010,21-Jul-2021,1
52,United States,6004297,21-Dec-1999,28-Jul-2019,1
52,United States,RE43834,27-Nov-2012,28-Jan-2019,0
52,United States,5849700,15-Dec-1998,15-Dec-2015,0
52,United States,5849704,15-Dec-1998,15-Dec-2015,0
52,United States,8841252,23-Sep-2014,26-Dec-2017,0
52,United States,6235004,22-May-2001,28-Jan-2019,0
52,United States,9486588,08-Nov-2016,02-Jul-2022,1
52,United States,9457154,04-Oct-2016,27-Mar-2028,1
52,United States,RE46363,11-Apr-2017,03-Feb-2027,1
52,United States,9687611,27-Jun-2017,27-Aug-2027,1
52,United States,9775953,03-Oct-2017,17-Jan-2027,1
52,United States,9861757,09-Jan-2018,20-Jul-2026,1
52,United States,9616180,11-Apr-2017,20-Jul-2026,1
52,United States,7762994,27-Jul-2010,23-Nov-2024,1
52,United States,8579869,12-Nov-2013,30-Dec-2023,1
52,United States,10220155,05-Mar-2019,17-Jan-2027,1
52,United States,10357616,23-Jul-2019,20-Jan-2026,0
52,United States,10376652,13-Aug-2019,20-Jan-2026,0
53,United States,5549892,27-Aug-1996,27-Aug-2013,0
54,Canada,1341357,07-May-2002,07-May-2019,0
55,Canada,2139468,21-Aug-2007,03-Jan-2015,0
55,Canada,2036894,15-Jan-2002,22-Feb-2011,0
56,United States,5773001,30-Jun-1998,30-Jun-2015,0
56,United States,5585089,17-Dec-1996,17-Dec-2013,0
60,Canada,1341604,04-May-2010,04-May-2027,0
62,United States,5558094,24-Sep-1996,28-Feb-2012,0
62,United States,6723303,20-Apr-2004,20-Apr-2021,0
63,United States,5686570,11-Nov-1997,11-Nov-2014,0
63,Canada,2133205,17-Apr-2007,27-Apr-2013,0
63,United States,5807825,15-Sep-1998,15-Sep-2015,0
65,Canada,2106299,06-Feb-2001,18-Mar-2012,0
66,United States,5270057,14-Dec-1993,20-Mar-2011,0
66,Canada,2037884,21-Oct-2003,08-Mar-2011,0
66,United States,7563763,21-Jul-2009,23-Aug-2019,0
66,United States,5929028,27-Jul-1999,14-Jan-2018,0
66,United States,7446090,04-Nov-2008,23-Aug-2019,0
66,United States,7741268,22-Jun-2010,02-Apr-2024,0
67,United States,9687526,27-Jun-2017,30-Jan-2035,0
67,United States,9375478,28-Jun-2016,30-Jan-2035,0
67,United States,9744209,29-Aug-2017,30-Jan-2035,0
67,United States,9744239,29-Aug-2017,30-Jan-2035,0
67,United States,9750785,05-Sep-2017,30-Jan-2035,0
67,United States,9937223,10-Apr-2018,30-Jan-2035,0
67,United States,10010575,03-Jul-2018,30-Jan-2035,0
67,United States,9925233,27-Mar-2018,30-Jan-2035,0
67,United States,9974827,22-May-2018,30-Jan-2035,0
67,United States,9968649,15-May-2018,30-Jan-2035,0
67,United States,9962422,08-May-2018,30-Jan-2035,0
67,United States,9925234,27-Mar-2018,30-Jan-2035,0
67,United States,9981006,29-May-2018,30-Jan-2035,0
67,United States,9919026,20-Mar-2018,30-Jan-2035,0
68,Canada,1340861,28-Dec-1999,28-Dec-2016,0
68,Canada,1339707,10-Mar-1998,10-Mar-2015,0
72,Canada,2103059,22-Mar-2005,15-Jun-2012,0
73,Canada,2149329,15-Jul-2008,12-Nov-2013,0
73,Canada,1336826,29-Aug-1995,29-Aug-2012,0
73,United States,5736137,07-Apr-1998,07-Apr-2015,0
74,Canada,2038279,09-Mar-1999,11-Mar-2011,0
78,Canada,2149329,15-Jul-2008,12-Nov-2013,0
80,Canada,2344318,04-Jul-2006,24-Sep-2019,0
80,United States,6468967,22-Oct-2002,24-Sep-2019,0
80,United States,6852689,08-Feb-2005,24-Sep-2019,0
80,United States,8003673,23-Aug-2011,04-Sep-2028,0
80,United States,RE39071,18-Apr-2006,15-Jun-2016,0
80,United States,8058238,15-Nov-2011,28-Nov-2020,0
80,United States,8129342,06-Mar-2012,28-Nov-2020,0
80,United States,9138456,22-Sep-2015,23-Nov-2030,0
80,United States,10357535,11-Sep-2013,11-Sep-2033,0
80,United States,9655946,11-Sep-2013,11-Sep-2033,0
82,United States,5350836,27-Sep-1994,27-Sep-2011,0
82,Canada,2230492,26-May-2009,20-Sep-2016,0
82,Canada,2102129,01-Apr-2003,01-May-2012,0
82,United States,6057292,02-May-2000,21-Sep-2015,0
82,United States,5849535,15-Dec-1998,25-Mar-2017,0
83,Canada,2280565,15-Nov-2005,20-Aug-2019,0
83,Canada,2310845,15-May-2001,07-Jun-2014,0
85,United States,9198871,01-Dec-2015,07-Feb-2030,0
85,United States,8562979,22-Oct-2013,20-Feb-2028,0
85,United States,8562980,22-Oct-2013,20-Feb-2028,0
85,United States,8562981,22-Oct-2013,20-Feb-2028,0
85,United States,8221747,17-Jul-2012,20-Feb-2028,0
85,United States,8562978,22-Oct-2013,20-Feb-2028,0
85,United States,8246950,21-Aug-2012,20-Feb-2028,0
85,United States,7658918,09-Feb-2010,20-Feb-2028,0
87,Canada,1339198,05-Aug-1997,05-Aug-2014,0
91,United States,5985321,16-Nov-1999,26-Sep-2014,0
91,United States,4839342,13-Jun-1989,02-Aug-2009,0
91,Canada,2108018,15-Apr-2003,16-Apr-2012,0
91,Canada,1332150,27-Sep-1994,27-Sep-2011,0
91,United States,8633162,21-Jan-2014,27-Aug-2024,0
91,United States,8648048,11-Feb-2014,27-Aug-2024,0
91,United States,9248191,02-Feb-2016,27-Aug-2024,0
91,United States,8629111,14-Jan-2014,27-Aug-2024,0
91,United States,8642556,04-Feb-2014,27-Aug-2024,0
91,United States,8685930,01-Apr-2014,27-Aug-2024,0
91,United States,8561859,22-Oct-2013,16-Apr-2032,0
91,United States,9676525,13-Jun-2017,07-Feb-2034,0
91,United States,8292129,23-Oct-2012,25-Feb-2031,0
91,United States,9669974,06-Jun-2017,11-May-2034,0
91,United States,9937225,10-Apr-2018,23-Aug-2033,0
91,United States,8980839,17-Mar-2015,23-Aug-2033,0
91,United States,10441630,15-Oct-2019,23-Aug-2033,0
91,United States,10918694,16-Feb-2021,28-Feb-2037,0
91,United States,8298568,03-Nov-2007,03-Nov-2027,0
91,United States,9220694,27-Jan-2006,27-Jan-2026,0
91,United States,7973081,27-Jan-2006,27-Jan-2026,0
91,United States,8524779,27-Jan-2006,27-Jan-2026,0
91,United States,9132071,02-Jun-2009,02-Jun-2029,0
91,United States,9956289,27-Jan-2006,27-Jan-2026,0
94,United States,5767067,16-Jun-1998,16-Jun-2015,0
97,United States,5767251,16-Jun-1998,16-Jun-2015,0
97,United States,6706681,16-Mar-2004,16-Mar-2021,0
99,Canada,1341537,31-Jul-2007,31-Jul-2024,0
99,Canada,1339071,29-Jul-1997,29-Jul-2014,0
102,Canada,1340846,07-Dec-1999,15-Dec-2015,0
103,Canada,2265464,26-Jun-2007,12-Sep-2017,0
104,United States,5538739,23-Jul-1996,23-Jul-2013,0
104,Canada,1328402,12-Apr-1994,12-Apr-2011,0
104,United States,5922338,13-Jul-1999,13-Jan-2017,1
104,United States,5922682,13-Jul-1999,13-Jan-2017,1
104,United States,5753618,19-May-1998,19-Nov-2015,1
104,United States,5728396,17-Mar-1998,30-Jan-2017,0
104,United States,6156331,05-Dec-2000,30-Jan-2017,0
104,United States,6375978,23-Apr-2002,17-Dec-2018,0
104,United States,6235712,22-May-2001,13-Jun-2017,0
104,United States,6113938,05-Sep-2000,24-Jul-2018,0
104,United States,6124261,26-Sep-2000,13-Jun-2017,0
104,United States,6395292,28-May-2002,30-Jan-2017,0
104,United States,6132420,17-Oct-2000,30-Jan-2017,0
104,United States,5985305,16-Nov-1999,30-Jan-2017,0
104,United States,5932547,03-Aug-1999,13-Jun-2017,0
104,United States,10342850,09-Jul-2019,15-May-2038,0
104,United States,10695397,30-Jun-2020,03-Feb-2036,0
104,United States,8535695,17-Sep-2013,17-Sep-2029,0
104,United States,10238709,26-Mar-2019,03-Feb-2036,0
104,United States,9566246,14-Feb-2017,17-Sep-2029,0
104,United States,8329198,11-Dec-2012,17-Sep-2029,0
104,United States,9265812,23-Feb-2016,17-Sep-2029,0
104,United States,11052126,03-Feb-2016,03-Feb-2036,0
105,Canada,1341567,19-Feb-2008,19-Feb-2025,0
105,Canada,2201749,15-Jun-1999,10-Oct-2015,0
106,United States,6423686,23-Jul-2002,07-Jun-2015,0
106,United States,6180608,30-Jan-2001,11-Dec-2016,0
106,United States,5968895,19-Oct-1999,11-Dec-2016,0
106,United States,5843901,01-Dec-1998,01-Dec-2015,0
106,United States,6699833,02-Mar-2004,11-Dec-2016,0
109,United States,6475491,05-Nov-2002,07-Jun-2015,0
109,United States,5464933,07-Nov-1995,07-Jun-2013,0
109,Canada,2224008,18-Aug-2009,06-Jun-2016,0
110,Canada,2197684,31-Oct-2000,09-Aug-2015,0
112,Canada,2286330,10-Jun-2008,03-Apr-2018,0
112,Canada,2145985,16-Sep-2003,28-Oct-2012,0
115,United States,7229636,12-Jun-2007,01-Aug-2024,0
115,United States,7879349,01-Feb-2011,01-Aug-2024,0
115,United States,8003353,23-Aug-2011,01-Aug-2024,0
115,United States,8940714,27-Jan-2015,26-Feb-2024,0
115,United States,7404489,29-Jul-2008,12-Mar-2024,0
115,United States,9415007,16-Aug-2016,28-Jul-2024,0
126,United States,7169381,30-Jan-2007,01-Sep-2024,0
126,United States,7658914,09-Feb-2010,01-Sep-2024,0
126,United States,9326969,03-May-2016,10-Sep-2033,0
126,United States,9592252,14-Mar-2017,11-Aug-2032,0
126,United States,9707297,18-Jul-2017,10-Sep-2033,0
126,United States,8999313,07-Apr-2015,10-Sep-2033,0
126,United States,10016504,10-Jul-2018,10-Sep-2033,0
126,United States,10646512,12-May-2020,25-Mar-2032,0
126,United States,10792306,06-Oct-2020,09-Mar-2032,0
126,United States,10780112,22-Sep-2020,09-Mar-2032,0
126,United States,10918723,16-Feb-2021,10-Sep-2033,0
130,United States,5288703,22-Feb-1994,07-Oct-2011,0
136,United States,6265392,24-Jul-2001,02-Feb-2020,1
136,United States,6051567,18-Apr-2000,02-Feb-2020,1
136,United States,6274169,14-Aug-2001,02-Feb-2020,1
146,United States,8906410,09-Dec-2014,02-Feb-2027,0
146,United States,6582727,24-Jun-2003,22-Aug-2020,0
146,United States,8361488,29-Jan-2013,19-Jul-2028,0
146,United States,9408858,09-Aug-2016,25-Apr-2028,0
146,United States,9498486,22-Nov-2016,25-Apr-2028,0
146,United States,8778373,15-Jul-2014,25-Apr-2028,0
146,United States,8426391,23-Apr-2013,27-Aug-2028,0
146,United States,8207149,26-Jun-2012,25-Apr-2028,0
146,United States,9861644,09-Jan-2018,14-Mar-2034,0
146,United States,9943530,17-Apr-2018,02-Feb-2027,0
146,United States,9925147,27-Mar-2018,25-Apr-2028,0
146,United States,10213442,26-Feb-2019,02-Feb-2027,0
146,United States,10300078,28-May-2019,14-Mar-2034,0
146,United States,10357502,23-Jul-2019,14-Mar-2034,0
151,United States,10478453,19-Nov-2019,15-Jan-2039,0
151,United States,10493051,03-Dec-2019,15-Mar-2039,0
151,United States,10543186,28-Jan-2020,15-Mar-2039,0
151,United States,10583155,10-Mar-2020,15-Jan-2039,0
151,United States,10653719,19-May-2020,15-Jan-2039,0
151,United States,10702490,07-Jul-2020,15-Mar-2039,0
151,United States,10905714,02-Feb-2021,15-Jan-2039,0
151,United States,10905713,02-Feb-2021,15-Jan-2039,0
151,United States,10912795,09-Feb-2021,15-Jan-2039,0
151,United States,10918662,16-Feb-2021,15-Jan-2039,0
151,United States,10933089,02-Mar-2021,15-Jan-2039,0
151,United States,11045438,15-Mar-2019,15-Mar-2039,0
165,United States,6340695,22-Jan-2002,21-Jun-2021,0
165,United States,7560122,14-Jul-2009,25-Jan-2019,0
165,United States,9526703,27-Dec-2016,18-Feb-2033,0
165,United States,9375404,28-Jun-2016,18-Feb-2033,0
165,United States,9089489,28-Jul-2015,18-Feb-2033,0
165,United States,9937132,10-Apr-2018,18-Feb-2033,0
169,United States,5994329,30-Nov-1999,17-Jan-2019,1
175,United States,5622985,22-Apr-1997,22-Oct-2014,0
175,Canada,1323836,02-Nov-1993,02-Nov-2010,0
176,United States,7465462,16-Dec-2008,10-May-2020,0
177,United States,5399578,21-Mar-1995,21-Mar-2012,0
177,Canada,2259148,29-Sep-2009,18-Jun-2017,0
177,Canada,2036427,29-Dec-1998,15-Feb-2011,0
177,United States,6294197,25-Sep-2001,18-Dec-2017,1
177,United States,5559111,24-Sep-1996,21-Jan-2019,1
177,United States,6395728,28-May-2002,08-Jul-2019,0
177,United States,5972990,26-Oct-1999,26-Apr-2017,1
177,United States,8168616,01-May-2012,03-Jul-2026,0
177,United States,8101599,24-Jan-2012,16-May-2023,0
177,United States,8475839,02-Jul-2013,16-Nov-2023,1
177,United States,8796331,05-Aug-2014,14-Jul-2023,1
177,United States,8101659,24-Jan-2012,14-Jul-2023,1
177,United States,7468390,23-Dec-2008,27-May-2024,1
177,United States,8404744,26-Mar-2013,14-Jul-2023,1
177,United States,8877938,04-Nov-2014,27-Nov-2027,1
177,United States,7803838,28-Sep-2010,29-Aug-2026,0
177,United States,7838552,23-Nov-2010,04-Oct-2027,0
177,United States,9388134,12-Jul-2016,08-May-2027,1
177,United States,9517226,13-Dec-2016,22-Aug-2033,0
177,United States,9937143,10-Apr-2018,22-Aug-2033,0
177,United States,11058667,09-May-2016,09-May-2036,0
178,United States,5403856,04-Apr-1995,04-Apr-2012,0
178,Canada,2382387,21-Jun-2005,25-Aug-2020,0
178,Canada,1338344,21-May-1996,21-May-2013,0
178,United States,7368469,06-May-2008,30-Aug-2020,0
180,United States,5776433,07-Jul-1998,07-Jul-2015,0
181,United States,6221392,24-Apr-2001,09-Apr-2018,0
181,United States,6024981,15-Feb-2000,09-Apr-2018,0
181,United States,10610502,07-Apr-2020,30-Aug-2039,0
182,United States,6384020,07-May-2002,06-Jan-2021,1
182,United States,RE42096,01-Feb-2011,21-Apr-2019,1
182,United States,6605300,12-Aug-2003,21-Apr-2019,1
182,United States,6322819,27-Nov-2001,21-Apr-2019,1
182,United States,RE41148,23-Feb-2010,21-Apr-2019,1
182,United States,8062667,22-Nov-2011,29-Mar-2029,0
182,United States,8840924,23-Sep-2014,05-Jun-2026,0
182,United States,9017731,28-Apr-2015,28-Jun-2032,0
182,United States,8709491,29-Apr-2014,28-Jun-2032,0
182,United States,9265737,23-Feb-2016,28-Jun-2032,0
182,United States,8747902,10-Jun-2014,15-Mar-2027,0
182,United States,8597684,03-Dec-2013,15-Mar-2027,0
182,United States,8883217,11-Nov-2014,15-Mar-2027,0
182,United States,9675703,13-Jun-2017,15-Mar-2027,0
182,United States,9173857,03-Nov-2015,12-May-2026,0
182,United States,6913768,05-Jul-2005,24-May-2023,0
182,United States,8846100,30-Sep-2014,24-Aug-2029,0
182,United States,10086087,02-Oct-2018,15-Mar-2027,0
182,United States,10130580,20-Nov-2018,19-Apr-2024,0
182,United States,10441554,15-Oct-2019,10-Mar-2037,0
184,United States,5656255,12-Aug-1997,12-Aug-2014,0
184,United States,5501236,26-Mar-1996,08-Jun-2010,0
184,Canada,1333051,15-Nov-1994,15-Nov-2011,0
184,United States,8323683,04-Dec-2012,30-Apr-2028,0
184,United States,8999379,07-Apr-2015,13-Feb-2020,0
184,United States,9205059,08-Dec-2015,15-Dec-2019,0
184,United States,8075911,13-Dec-2011,22-May-2021,0
184,United States,8663680,04-Mar-2014,13-Feb-2020,0
